SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4316 Gibson St,Houston,TX,77007,655000,3.0,2.5,Rice Military,2402.0,,2023.0,7,273.0,,Active,,,https://www.redfin.com/TX/Houston/4316-Gibson-St-77007/home/29826188,HARMLS,54945818,N,Y,29.7670717,-95.4043654
MLS Listing,,Single Family Residential,2108 Summer St Unit B,Houston,TX,77007,624900,3.0,2.5,Townhomes on Summer,2532.0,2500.0,2023.0,7,247.0,,Active,,,https://www.redfin.com/TX/Houston/2108-Summer-St-77007/unit-B/home/185281745,HARMLS,47742235,N,Y,29.7731394,-95.3797573
MLS Listing,,Townhouse,133 E 2nd St,Houston,TX,77007,409990,2.0,2.5,Madison Park Villas,1778.0,1447.0,2008.0,7,231.0,158.0,Active,,,https://www.redfin.com/TX/Houston/133-E-2nd-St-77007/home/29611917,HARMLS,29719800,N,Y,29.7743205,-95.3967368
MLS Listing,,Single Family Residential,417 Malone St,Houston,TX,77007,675000,2.0,1.0,Rice Military,1330.0,5000.0,1950.0,7,508.0,,Active,,,https://www.redfin.com/TX/Houston/417-Malone-St-77007/home/29736358,HARMLS,40902444,N,Y,29.7664553,-95.4194626
MLS Listing,,Single Family Residential,5815 Larkin St,Houston,TX,77007,525000,3.0,3.0,Cottage Grove,2224.0,2183.0,2010.0,8,236.0,,Active,,,https://www.redfin.com/TX/Houston/5815-Larkin-St-77007/home/40211194,HARMLS,73380544,N,Y,29.7788408,-95.4273343
MLS Listing,,Single Family Residential,1613 Hickory St,Houston,TX,77007,409900,2.0,1.0,Baker Nsbb,772.0,2600.0,1930.0,9,531.0,,Active,,,https://www.redfin.com/TX/Houston/1613-Hickory-St-77007/home/29648940,HARMLS,83065476,N,Y,29.7726157,-95.3714333
MLS Listing,,Townhouse,5602 Feagan St Unit E,Houston,TX,77007,525000,3.0,3.5,Feagan Street T/h Amd,2414.0,1549.0,2001.0,9,217.0,83.0,Active,,,https://www.redfin.com/TX/Houston/5602-Feagan-St-77007/unit-E/home/30723246,HARMLS,40354658,N,Y,29.7661484,-95.4187884
MLS Listing,,Single Family Residential,1608 Bingham St Unit B,Houston,TX,77007,650000,3.0,2.5,Zander Estates Bingham,2475.0,2500.0,2015.0,11,263.0,,Active,,,https://www.redfin.com/TX/Houston/1608-Bingham-St-77007/unit-B/home/112821161,HARMLS,60631493,N,Y,29.7717429,-95.3738825
MLS Listing,,Single Family Residential,5412 Dickson St,Houston,TX,77007,799000,0.0,2.0,Detering H E,1896.0,6216.0,1950.0,11,421.0,,Active,,,https://www.redfin.com/TX/Houston/5412-Dickson-St-77007/home/29810062,HARMLS,45235318,N,Y,29.7653557,-95.4167042
MLS Listing,,Single Family Residential,6026 Camellia St,Houston,TX,77007,2195000,4.0,3.5,Glen Cove,4499.0,5665.0,2015.0,11,488.0,,Active,,,https://www.redfin.com/TX/Houston/6026-Camellia-St-77007/home/29966487,HARMLS,59366024,N,Y,29.7697863,-95.4234549
MLS Listing,,Townhouse,1308 Dart St,Houston,TX,77007,1249000,4.0,3.5,Baker Nsbb,4606.0,5000.0,2001.0,11,271.0,,Active,,,https://www.redfin.com/TX/Houston/1308-Dart-St-77007/home/29648916,HARMLS,63103552,N,Y,29.7703114,-95.3706045
MLS Listing,,Single Family Residential,1314 Reinerman St,Houston,TX,77007,565000,3.0,3.5,Reinerman Station,2119.0,1653.0,2023.0,11,267.0,,Active,,,https://www.redfin.com/TX/Houston/1314-Reinerman-St-77007/home/176867051,HARMLS,36072287,N,Y,29.7731708,-95.4133273
MLS Listing,,Single Family Residential,1316 Reinerman St,Houston,TX,77007,549700,3.0,3.5,Reinerman Station,2119.0,1647.0,2023.0,11,259.0,,Active,,,https://www.redfin.com/TX/Houston/1316-Reinerman-St-77007/home/176867052,HARMLS,72745556,N,Y,29.773351,-95.4133229
MLS Listing,,Single Family Residential,234 Malone St,Houston,TX,77007,1125000,4.0,3.5,Rice Military,2761.0,4275.0,1995.0,11,407.0,,Active,,,https://www.redfin.com/TX/Houston/234-Malone-St-77007/home/29736587,HARMLS,57750835,N,Y,29.7642172,-95.4190534
MLS Listing,,Single Family Residential,5629 Cohn Meadow Ln,Houston,TX,77007,525000,3.0,3.5,Cottage Grove,2202.0,1547.0,2015.0,11,238.0,217.0,Active,,,https://www.redfin.com/TX/Houston/5629-Cohn-Ter-77007/home/66047713,HARMLS,35073067,N,Y,29.782476,-95.423494
MLS Listing,,Single Family Residential,922 Dorothy St,Houston,TX,77008,569900,3.0,2.0,West Heights,1502.0,5610.0,1935.0,11,379.0,,Active,,,https://www.redfin.com/TX/Houston/922-Dorothy-St-77008/home/29876360,HARMLS,97410251,N,Y,29.7878258,-95.4085061
MLS Listing,,Single Family Residential,5743 Kiam St Unit C,Houston,TX,77007,457000,3.0,3.0,Kiam Estates,2047.0,1581.0,2013.0,11,223.0,,Active,,,https://www.redfin.com/TX/Houston/5743-Kiam-St-77007/unit-C/home/29629217,HARMLS,18441131,N,Y,29.7809048,-95.425877
MLS Listing,,Single Family Residential,417 T C Jester Blvd,Houston,TX,77007,450000,3.0,3.5,Larkin Place,2567.0,1738.0,2017.0,12,175.0,196.0,Active,,,https://www.redfin.com/TX/Houston/417-T-C-Jester-Blvd-77007/home/66050137,HARMLS,60551628,N,Y,29.778623,-95.4184279
MLS Listing,,Single Family Residential,1221 Wagner St,Houston,TX,77007,429000,2.0,2.5,City View Lofts/wagner,1831.0,1600.0,2013.0,12,234.0,,Active,,,https://www.redfin.com/TX/Houston/1221-Wagner-St-77007/home/43500179,HARMLS,37828102,N,Y,29.77231,-95.3954721
MLS Listing,,Single Family Residential,2550 Roy Cir,Houston,TX,77007,725000,3.0,3.0,Cottage Oaks,1777.0,14930.0,1955.0,13,408.0,,Active,,,https://www.redfin.com/TX/Houston/2550-Roy-Cir-77007/home/30061477,HARMLS,29933365,N,Y,29.7807315,-95.4113236
MLS Listing,,Townhouse,5315 Paseo Caceres Dr,Houston,TX,77007,775000,3.0,3.5,Caceres Pt Rep 02 02,2683.0,2056.0,2011.0,13,289.0,786.0,Active,,,https://www.redfin.com/TX/Houston/5315-Paseo-Caceres-Dr-77007/home/29622272,HARMLS,73700668,N,Y,29.7646179,-95.4149486
MLS Listing,,Townhouse,5225 Petty St Unit C,Houston,TX,77007,614000,3.0,3.5,Petty Street Place,2777.0,2484.0,2007.0,13,221.0,,Active,,,https://www.redfin.com/TX/Houston/5225-Petty-St-77007/unit-C/home/29579419,HARMLS,14475313,N,Y,29.7803815,-95.4146957
MLS Listing,,Single Family Residential,415 Reinerman St Unit B,Houston,TX,77007,839000,3.0,3.5,Rice Military/t/,3070.0,3236.0,2012.0,13,273.0,,Active,,,https://www.redfin.com/TX/Houston/415-Reinerman-St-77007/unit-B/home/52561305,HARMLS,57968753,N,Y,29.766432,-95.413547
MLS Listing,,Townhouse,606 Birdsall St,Houston,TX,77007,774900,3.0,3.5,Rice Military Add D,3015.0,2500.0,2006.0,13,257.0,,Active,,,https://www.redfin.com/TX/Houston/606-Birdsall-St-77007/home/29736291,HARMLS,30495996,N,Y,29.7677314,-95.4199289
MLS Listing,,Single Family Residential,4308 Marina St Unit B,Houston,TX,77007,499999,3.0,3.5,Riverway Marina Heights,1924.0,1413.0,2023.0,13,260.0,150.0,Active,,,https://www.redfin.com/TX/Houston/4308-Marina-St-77007/unit-B/home/182929896,HARMLS,76527183,N,Y,29.7760356,-95.4049092
MLS Listing,,Single Family Residential,5810 Feagan,Houston,TX,77007,1399999,4.0,3.5,Rice Military,3804.0,2500.0,2023.0,14,368.0,,Active,,,https://www.redfin.com/TX/Houston/5810-Feagan-St-77007/home/185212140,HARMLS,92828473,N,Y,29.76601,-95.4205241
MLS Listing,,Single Family Residential,5022 Lillian St,Houston,TX,77007,445000,3.0,3.5,Waterhill Homes On Lillian,2159.0,1536.0,2003.0,16,206.0,,Active,,,https://www.redfin.com/TX/Houston/5022-Lillian-St-77007/home/29234619,HARMLS,72933828,N,Y,29.7698302,-95.4122658
MLS Listing,,Single Family Residential,1203 Hickory St Unit F,Houston,TX,77007,649000,3.0,3.5,Houston Views,2115.0,,2023.0,16,307.0,179.0,Active,,,https://www.redfin.com/TX/Houston/1203-Hickory-St-77007/unit-F/home/112828448,HARMLS,98757037,N,Y,29.7689846,-95.3717297
MLS Listing,,Single Family Residential,4605 Nolda St,Houston,TX,77007,450000,0.0,,Brunner,1518.0,5000.0,1920.0,17,296.0,,Active,,,https://www.redfin.com/TX/Houston/4605-Nolda-St-77007/home/29654986,HARMLS,37265158,N,Y,29.7760392,-95.4078427
MLS Listing,,Townhouse,6115 Hamman St,Houston,TX,77007,650000,3.0,3.0,Rice Military/washington Corridor,3156.0,2500.0,2007.0,17,206.0,,Active,,,https://www.redfin.com/TX/Houston/6115-Hamman-St-77007/home/29904114,HARMLS,6659577,N,Y,29.775856,-95.4239261
MLS Listing,,Single Family Residential,1203G Hickory St,Houston,TX,77007,725000,3.0,3.5,Houston Views,2345.0,,2023.0,17,309.0,179.0,Active,,,https://www.redfin.com/TX/Houston/1203-Hickory-St-77007/unit-G/home/112828444,HARMLS,29724230,N,Y,29.7689846,-95.3717297
MLS Listing,,Single Family Residential,4245 Gibson St,Houston,TX,77007,639900,3.0,3.5,Millennium Villas/gibson,2737.0,1414.0,2006.0,17,234.0,,Active,,,https://www.redfin.com/TX/Houston/4245-Gibson-St-77007/home/29414169,HARMLS,61675251,N,Y,29.7665789,-95.4034552
MLS Listing,,Single Family Residential,5827 Katy St,Houston,TX,77007,510000,3.0,3.5,Cottage Grove,2640.0,1547.0,2013.0,18,193.0,,Active,,,https://www.redfin.com/TX/Houston/5827-Katy-St-77007/home/29660301,HARMLS,12688212,N,Y,29.7823998,-95.4275831
MLS Listing,,Vacant Land,5219 Schuler St,Houston,TX,77007,450000,,,Moy Studer,,5000.0,,18,,,Active,,,https://www.redfin.com/TX/Houston/5219-Schuler-St-77007/home/29771253,HARMLS,34326690,N,Y,29.7724468,-95.4142721
MLS Listing,,Single Family Residential,5217 Blossom St Unit C,Houston,TX,77007,750000,5.0,4.5,Blossom Squaqre,3353.0,2826.0,2001.0,18,224.0,,Active,,,https://www.redfin.com/TX/Houston/5217-Blossom-St-77007/unit-C/home/30724645,HARMLS,49338755,N,Y,29.767197,-95.4143799
MLS Listing,,Single Family Residential,4310 Marina St Unit D,Houston,TX,77007,529999,3.0,3.5,Riverway Marina Heights,1924.0,1413.0,2023.0,18,275.0,150.0,Active,,,https://www.redfin.com/TX/Houston/4310-Marina-St-77007/unit-D/home/182929902,HARMLS,50663936,N,Y,29.7760124,-95.4049865
MLS Listing,,Single Family Residential,1002 Edwards St,Houston,TX,77007,2000000,2.0,2.5,Baker W R Nsbb,2263.0,5000.0,2023.0,19,884.0,,Active,,,https://www.redfin.com/TX/Houston/1002-Edwards-St-77007/home/29648685,HARMLS,93962177,N,Y,29.7710725,-95.3669463
MLS Listing,,Single Family Residential,5527 Petty St,Houston,TX,77007,549850,3.0,3.5,Cottage Grove Add Sec 03,2366.0,2688.0,2009.0,19,232.0,,Active,,,https://www.redfin.com/TX/Houston/5527-Petty-St-77007/home/29659304,HARMLS,55755182,N,Y,29.7803637,-95.4213449
MLS Listing,,Multi-Family (2-4 Unit),1606 Ovid St,Houston,TX,77007,585000,3.0,3.0,Fritz,1605.0,3168.0,1922.0,19,364.0,,Active,May-8-2023 04:00 PM,May-8-2023 06:00 PM,https://www.redfin.com/TX/Houston/1606-Ovid-St-77007/home/29675229,HARMLS,7054364,N,Y,29.7761073,-95.3740193
MLS Listing,,Vacant Land,505 Reinerman St,Houston,TX,77007,600000,,,Rice Military,,4707.0,,19,,,Active,,,https://www.redfin.com/TX/Houston/505-Reinerman-St-77007/home/29797586,HARMLS,86563532,N,Y,29.7668765,-95.4135705
MLS Listing,,Single Family Residential,4214 Eli St Unit B,Houston,TX,77007,510000,3.0,3.5,Eli Street Gardens,2171.0,1800.0,2019.0,20,235.0,,Active,,,https://www.redfin.com/TX/Houston/4214-Eli-St-77007/unit-B/home/170259700,HARMLS,72659675,N,Y,29.7738242,-95.4037079
MLS Listing,,Single Family Residential,606 Roy St Unit C,Houston,TX,77007,900000,3.0,3.5,Chateaus/roy Street,2940.0,1625.0,2019.0,21,306.0,,Active,,,https://www.redfin.com/TX/Houston/606-Roy-St-77007/unit-C/home/182989169,HARMLS,62426982,N,Y,29.7678244,-95.4123379
MLS Listing,,Single Family Residential,6007 Tyne St Unit C,Houston,TX,77007,575000,3.0,3.5,Tyne Street Patio Homes,2531.0,2350.0,2007.0,21,227.0,,Active,,,https://www.redfin.com/TX/Houston/6007-Tyne-St-77007/unit-C/home/29588111,HARMLS,97336985,N,Y,29.7745006,-95.4224048
MLS Listing,,Single Family Residential,915 Malone St,Houston,TX,77007,579995,3.0,3.5,Rice Military,2260.0,2500.0,2001.0,22,257.0,,Active,,,https://www.redfin.com/TX/Houston/915-Malone-St-77007/home/29736433,HARMLS,57261265,N,Y,29.7700379,-95.4195335
MLS Listing,,Townhouse,634 Lester St,Houston,TX,77007,418000,3.0,2.0,Tin Alley Amd,1964.0,2514.0,1999.0,22,213.0,146.0,Active,,,https://www.redfin.com/TX/Houston/634-Lester-St-77007/home/30713419,HARMLS,29426105,N,Y,29.7682987,-95.4149105
MLS Listing,,Multi-Family (2-4 Unit),338 Cortlandt St,Houston,TX,77007,899000,3.0,1.0,Houston Heights,1472.0,6600.0,1920.0,24,611.0,,Active,,,https://www.redfin.com/TX/Houston/338-Cortlandt-St-77007/home/29702406,HARMLS,6735070,N,Y,29.7775249,-95.3948518
MLS Listing,,Single Family Residential,6418 Haskell St,Houston,TX,77007,1500000,2.0,2.0,Camp Logan,1294.0,5250.0,1929.0,24,1159.0,,Active,,,https://www.redfin.com/TX/Houston/6418-Haskell-St-77007/home/30696921,HARMLS,21371971,N,Y,29.7713698,-95.4283018
MLS Listing,,Single Family Residential,315 Malone St,Houston,TX,77007,1288000,3.0,4.0,Rice Military/washington Corridor,3539.0,2500.0,2023.0,24,364.0,,Active,,,https://www.redfin.com/TX/Houston/315-Malone-St-77007/home/185112682,HARMLS,67778467,N,Y,29.7656128,-95.4195096
MLS Listing,,Condo/Co-op,101 Westcott St #1702,Houston,TX,77007,2499000,3.0,5.0,Bayou Bend,5137.0,,1981.0,24,486.0,4463.0,Active,,,https://www.redfin.com/TX/Houston/101-Westcott-St-77007/unit-1702/home/30523504,HARMLS,49910204,N,Y,29.7599211,-95.4209971
MLS Listing,,Townhouse,4312 Dickson St Unit A,Houston,TX,77007,499900,3.0,3.5,West End Dickson Twnhms,2183.0,1850.0,2015.0,24,229.0,,Active,,,https://www.redfin.com/TX/Houston/4312-Dickson-St-77007/unit-A/home/101655827,HARMLS,42171994,N,Y,29.7656453,-95.4039563
MLS Listing,,Single Family Residential,4203 Allen St,Houston,TX,77007,550000,3.0,3.5,Thompson Court/rice Military,2752.0,1901.0,2020.0,24,200.0,163.0,Active,,,https://www.redfin.com/TX/Houston/4203-Allen-St-77007/home/112815106,HARMLS,51210482,N,Y,29.7718867,-95.403339
MLS Listing,,Vacant Land,2401 Reinerman St,Houston,TX,77007,379900,,,Reinerman Trls,,3959.0,,25,,,Active,,,https://www.redfin.com/TX/Houston/2401-Reinerman-St-77007/home/29582852,HARMLS,16146909,N,Y,29.7807884,-95.4138664
MLS Listing,,Single Family Residential,5417 Rose St,Houston,TX,77007,1000000,4.0,3.5,Rice Military/washington Corridor,3202.0,2775.0,2015.0,25,312.0,,Active,,,https://www.redfin.com/TX/Houston/5417-Rose-St-77007/home/104137549,HARMLS,97289168,N,Y,29.7687215,-95.4170211
MLS Listing,,Vacant Land,402 Columbia St,Houston,TX,77007,3300000,,,Houston Heights,,33001.0,,25,,,Active,,,https://www.redfin.com/TX/Houston/402-Columbia-St-77007/home/185096415,HARMLS,98631419,N,Y,29.7781067,-95.3927042
MLS Listing,,Single Family Residential,4310 Marina St Unit A,Houston,TX,77007,520000,3.0,3.5,Riverway Marina Heights,1924.0,1413.0,2023.0,25,270.0,150.0,Active,,,https://www.redfin.com/TX/Houston/4310-Marina-St-77007/unit-A/home/182929899,HARMLS,4844421,N,Y,29.7760124,-95.4049865
MLS Listing,,Single Family Residential,6015 Glencove St,Houston,TX,77007,4600000,5.0,6.5,Glen Cove,8287.0,20125.0,2008.0,27,555.0,,Active,,,https://www.redfin.com/TX/Houston/6015-Glencove-St-77007/home/29965567,HARMLS,37174131,N,Y,29.7600412,-95.4224702
MLS Listing,,Single Family Residential,1607 Bass St Unit A,Houston,TX,77007,490000,3.0,3.5,Bass Street Add,2389.0,1581.0,2006.0,27,205.0,50.0,Active,,,https://www.redfin.com/TX/Houston/1607-Bass-St-77007/unit-A/home/29491357,HARMLS,95588382,N,Y,29.7757623,-95.4013726
MLS Listing,,Single Family Residential,813 Lawrence St,Houston,TX,77007,1425495,4.0,3.0,Harding Heights,3003.0,4500.0,2016.0,27,475.0,,Active,,,https://www.redfin.com/TX/Houston/813-Lawrence-St-77007/home/29903109,HARMLS,3225046,N,Y,29.7856384,-95.4070822
MLS Listing,,Condo/Co-op,6017 Memorial Dr #704,Houston,TX,77007,4500000,3.0,3.5,The Sophie at Bayou Bend,4402.0,,2020.0,27,1022.0,2134.0,Active,,,https://www.redfin.com/TX/Houston/6017-Memorial-Dr-77007/unit-704/home/176854081,HARMLS,30640914,N,Y,29.7617013,-95.4235886
MLS Listing,,Single Family Residential,5403 Feagan St,Houston,TX,77007,673000,3.0,3.5,Park Villas/rose,3009.0,1742.0,2010.0,28,224.0,,Active,,,https://www.redfin.com/TX/Houston/5403-Feagan-St-77007/home/40195544,HARMLS,61740737,N,Y,29.7657556,-95.4167211
MLS Listing,,Single Family Residential,404 Arlington St St,Houston,TX,77007,885000,3.0,3.5,Arlington Columbia Court,2404.0,3300.0,2018.0,28,368.0,,Active,,,https://www.redfin.com/TX/Houston/404-Arlington-St-77007/home/66046863,HARMLS,82211615,N,Y,29.7779922,-95.3936688
MLS Listing,,Single Family Residential,412 W Cowan Dr,Houston,TX,77007,2999000,6.0,6.5,Crestwood,7911.0,9900.0,2007.0,29,379.0,,Active,,,https://www.redfin.com/TX/Houston/412-W-Cowan-Dr-77007/home/29960118,HARMLS,51219922,N,Y,29.767842,-95.4259889
MLS Listing,,Townhouse,503 Detering St,Houston,TX,77007,499888,3.0,3.5,Detering H E,2424.0,1568.0,1999.0,30,206.0,,Active,,,https://www.redfin.com/TX/Houston/503-Detering-St-77007/home/29810046,HARMLS,40594996,N,Y,29.7668238,-95.4165589
MLS Listing,,Single Family Residential,806 Dorothy St,Houston,TX,77007,639990,3.0,2.0,Harding Heights Ext,1277.0,4500.0,1925.0,30,501.0,,Active,,,https://www.redfin.com/TX/Houston/806-Dorothy-St-77007/home/29924532,HARMLS,73885663,N,Y,29.7854113,-95.4082564
MLS Listing,,Single Family Residential,1811 Washington Ave,Houston,TX,77007,1095000,3.0,1.5,Baker W R Nsbb,2742.0,5195.0,1979.0,31,399.0,,Active,,,https://www.redfin.com/TX/Houston/1811-Washington-Ave-77007/home/29649415,HARMLS,3854415,N,Y,29.7675395,-95.3762272
MLS Listing,,Single Family Residential,4312 Gibson St,Houston,TX,77007,685000,3.0,3.5,Gibson Oaks,2578.0,2292.0,2014.0,32,266.0,,Active,,,https://www.redfin.com/TX/Houston/4312-Gibson-St-77007/home/110186280,HARMLS,81398570,N,Y,29.7670029,-95.4039194
MLS Listing,,Single Family Residential,1416 Malone St,Houston,TX,77007,839000,3.0,3.5,Rice Military,2614.0,2875.0,2023.0,33,321.0,,Active,,,https://www.redfin.com/TX/Houston/1416-Malone-St-77007/home/182720574,HARMLS,35447461,N,Y,29.773711,-95.4191447
MLS Listing,,Single Family Residential,5525 Petty St Unit c,Houston,TX,77007,570000,3.0,3.5,Homes/petty Street,2707.0,1938.0,2014.0,33,211.0,,Active,,,https://www.redfin.com/TX/Houston/5525-Petty-St-77007/unit-C/home/179559264,HARMLS,57019268,N,Y,29.7803175,-95.4212221
MLS Listing,,Single Family Residential,2206 Lubbock St,Houston,TX,77007,549000,2.0,2.0,Baker W R Nsbb,1316.0,5000.0,1890.0,34,417.0,,Active,,,https://www.redfin.com/TX/Houston/2206-Lubbock-St-77007/home/29649147,HARMLS,32969599,N,Y,29.7656891,-95.3808243
MLS Listing,,Single Family Residential,823 Alexander St,Houston,TX,77007,1119900,3.0,3.5,Harding Heights Extn No. 1,3083.0,3600.0,2023.0,35,363.0,,Active,,,https://www.redfin.com/TX/Houston/823-Alexander-St-77007/home/29924404,HARMLS,25560770,N,Y,29.7863126,-95.4079191
MLS Listing,,Single Family Residential,4318 Feagan St Unit A,Houston,TX,77007,950000,4.0,3.5,Feagan Street Landing,3405.0,2500.0,2022.0,35,279.0,,Active,,,https://www.redfin.com/TX/Houston/4318-Feagan-St-77007/unit-A/home/170252676,HARMLS,33705918,N,Y,29.7663685,-95.4044677
MLS Listing,,Vacant Land,0 Columbia St,Houston,TX,77007,660000,,,Houston Heights,,6599.0,,36,,,Active,,,https://www.redfin.com/TX/Houston/Columbia-St-77007/home/29702501,HARMLS,22144822,N,Y,29.778719,-95.392559
MLS Listing,,Vacant Land,426 Columbia St,Houston,TX,77007,665000,,,Houston Heights,,6600.0,,36,,,Active,,,https://www.redfin.com/TX/Houston/426-Columbia-St-77007/home/29702493,HARMLS,56192194,N,Y,29.7789469,-95.392567
MLS Listing,,Townhouse,6046 Kansas St,Houston,TX,77007,499000,3.0,3.5,Cottage Grove Lake,2212.0,1407.0,2017.0,37,226.0,166.0,Active,,,https://www.redfin.com/TX/Houston/6046-Kansas-St-77007/home/113003171,HARMLS,65927282,N,Y,29.7820959,-95.4322318
MLS Listing,,Townhouse,5413 Larkin St,Houston,TX,77007,564500,3.0,3.5,Cottage Grove,1917.0,,2016.0,37,294.0,233.0,Active,,,https://www.redfin.com/TX/Houston/5413-Larkin-St-77007/home/66050148,HARMLS,9851375,N,Y,29.7786772,-95.4189881
MLS Listing,,Vacant Land,713 E 5th 1/2,Houston,TX,77007,479900,,,Houston Heights,,6250.0,,37,,,Active,,,https://www.redfin.com/TX/Houston/713-E-5th-1-2-St-77007/home/176345181,HARMLS,79802642,N,Y,29.7803908,-95.3893598
MLS Listing,,Vacant Land,717 E 5th 1/2,Houston,TX,77007,559900,,,Houston Heights,,7180.0,,37,,,Active,,,https://www.redfin.com/TX/Houston/717-E-5th-1-2-St-77007/home/176345180,HARMLS,45620251,N,Y,29.7803921,-95.3892831
MLS Listing,,Townhouse,5221 b Inker St Unit B,Houston,TX,77007,469000,3.0,2.5,Cottage Grove Sec 01,2654.0,2688.0,2000.0,38,177.0,,Active,,,https://www.redfin.com/TX/Houston/5221b-Inker-St-77007/unit-B/home/180667215,HARMLS,74495009,N,Y,29.7753093,-95.4146752
MLS Listing,,Single Family Residential,110 Calle Catalina Pl,Houston,TX,77007,1495000,3.0,3.5,Caceres,5544.0,2499.0,2011.0,40,270.0,978.0,Active,,,https://www.redfin.com/TX/Houston/110-Calle-Catalina-Pl-77007/home/40206731,HARMLS,86987463,N,Y,29.76388,-95.4151662
MLS Listing,,Single Family Residential,3416 Hicks St,Houston,TX,77007,559000,2.0,2.5,Kalitta,2124.0,4950.0,2001.0,40,263.0,,Active,,,https://www.redfin.com/TX/Houston/3416-Hicks-St-77007/home/29707028,HARMLS,10409637,N,Y,29.7717893,-95.3948345
MLS Listing,,Single Family Residential,802 Sabine St,Houston,TX,77007,785000,4.0,4.5,Renner,3118.0,4727.0,1900.0,40,252.0,,Active,,,https://www.redfin.com/TX/Houston/802-Sabine-St-77007/home/29736686,HARMLS,21319009,N,Y,29.7662296,-95.3751641
MLS Listing,,Single Family Residential,5117 Nett,Houston,TX,77007,629000,3.0,2.5,Rice Military,2538.0,2500.0,2023.0,42,248.0,,Active,,,https://www.redfin.com/TX/Houston/5117-Nett-St-77007/home/184854340,HARMLS,25606992,N,Y,29.7717064,-95.4131919
MLS Listing,,Single Family Residential,504 W 9th St,Houston,TX,77007,1498000,4.0,2.5,Houston Heights 03 Amd,3523.0,8800.0,2004.0,42,425.0,,Active,,,https://www.redfin.com/TX/Houston/504-W-9th-St-77007/home/29701443,HARMLS,25069778,N,Y,29.786721,-95.4024427
MLS Listing,,Single Family Residential,2108 Summer St Unit A,Houston,TX,77007,624900,3.0,2.5,Townhomes on Summer,2543.0,2500.0,2023.0,45,246.0,,Active,,,https://www.redfin.com/TX/Houston/2108-Summer-St-77007/unit-A/home/184813585,HARMLS,78384438,N,Y,29.7731394,-95.3797584
MLS Listing,,Single Family Residential,5216 Lillian St,Houston,TX,77007,520000,3.0,3.5,Courtyards/lillian,2481.0,2461.0,2004.0,45,210.0,17.0,Active,,,https://www.redfin.com/TX/Houston/5216-Lillian-St-77007/home/29308239,HARMLS,17697875,N,Y,29.769957,-95.4142381
MLS Listing,,Single Family Residential,1310 Beachton St,Houston,TX,77007,450000,1.0,1.0,First Ward/arts District/sawyer Heights,752.0,4340.0,1890.0,45,598.0,,Active,,,https://www.redfin.com/TX/Houston/1310-Beachton-St-77007/home/30712099,HARMLS,33949368,N,Y,29.7703218,-95.3676798
MLS Listing,,Townhouse,6206 Taggart St Unit B,Houston,TX,77007,630000,2.0,2.5,Camp Logan Sec 01,2853.0,2500.0,1995.0,46,221.0,,Active,,,https://www.redfin.com/TX/Houston/6206-Taggart-St-77007/unit-B/home/29825539,HARMLS,90964488,N,Y,29.7710688,-95.4246861
MLS Listing,,Single Family Residential,5307 Rose St,Houston,TX,77007,749000,3.0,3.5,Rose Park Views,2288.0,1572.0,2023.0,46,327.0,,Active,,,https://www.redfin.com/TX/Houston/5307-Rose-St-77007/home/184799249,HARMLS,20785107,N,Y,29.7689663,-95.4155003
MLS Listing,,Single Family Residential,4430 Rose St,Houston,TX,77007,1100000,4.0,3.5,Rose Street Grove,3485.0,2500.0,2023.0,46,316.0,,Active,,,https://www.redfin.com/TX/Houston/4430-Rose-St-77007/home/170255299,HARMLS,4824046,N,Y,29.7692378,-95.405755
MLS Listing,,Single Family Residential,1505 Alamo St,Houston,TX,77007,623000,3.0,2.0,Settegast on Alamo,1507.0,3286.0,1930.0,46,413.0,,Active,,,https://www.redfin.com/TX/Houston/1505-Alamo-St-77007/home/184720616,HARMLS,89651373,N,Y,29.7764048,-95.3729631
MLS Listing,,Multi-Family (2-4 Unit),638 Harvard St,Houston,TX,77007,799000,0.0,1.0,Houston Heights,2379.0,6600.0,1920.0,46,336.0,,Active,,,https://www.redfin.com/TX/Houston/638-Harvard-St-77007/home/29702602,HARMLS,67380944,N,Y,29.7829077,-95.3959553
MLS Listing,,Single Family Residential,510 Malone St,Houston,TX,77007,1720000,4.0,3.5,Rice Military,3741.0,2875.0,2023.0,47,460.0,,Active,,,https://www.redfin.com/TX/Houston/510-Malone-St-77007/home/184784278,HARMLS,48312251,N,Y,29.7669339,-95.4190537
MLS Listing,,Single Family Residential,514 Malone St,Houston,TX,77007,1700000,4.0,3.5,Rice Military,3741.0,2875.0,2023.0,47,454.0,,Active,,,https://www.redfin.com/TX/Houston/514-Malone-St-77007/home/184784239,HARMLS,56616390,N,Y,29.7671235,-95.4190566
